Case Number,Date,Type,Country,Sex ,Age,Fatal (Y/N)
2008.04.25,2008-04-25,Unprovoked,USA,M,66,Y
2008.04.26.a,2008-04-26,Provoked,USA,M,21,N
1941.11.27.a,1941-11-27,Sea Disaster,ATLANTIC OCEAN,M,0,N
2008.04.27,2008-04-27,Unprovoked,USA,M,24,N
2008.04.28.b,2008-04-28,Unprovoked,MEXICO,M,24,Y
2008.04.28.a,2008-04-28,Unprovoked,USA,M,18,N
2008.05.01,2008-05-01,Provoked,SOUTH AFRICA,M,24,N
2008.05.07.a,2008-05-07,Unprovoked,USA,M,6,N
1941.12.07,1941-12-07,Sea Disaster,ATLANTIC OCEAN,UNIDENTIFIED,0,Y
2008.05.10,2008-05-10,Unprovoked,AUSTRALIA,M,37,N
2008.05.14,2008-05-14,Unprovoked,FIJI,M,28,Y
2008.05.23,2008-05-23,Unprovoked,MEXICO,M,21,Y
2008.05.24.a,2008-05-24,Unprovoked,MEXICO,M,49,N
2008.05.24.b,2008-05-24,Sea Disaster,BAHAMAS,M,0,N
2008.05.26,2008-05-26,Unprovoked,USA,M,9,N
2008.06.01.b,2008-06-01,Unprovoked,USA,F,15,N
2008.06.01.a,2008-06-01,Unprovoked,BRAZIL,M,14,N
2008.06.02.R,2008-06-02,Boating,SCOTLAND,UNIDENTIFIED,0,N
2008.06.07,2008-06-07,Unprovoked,USA,M,40,N
2008.06.11,2008-06-11,Unprovoked,BRAZIL,M,14,N
2008.06.20,2008-06-20,Unprovoked,USA,F,35,N
2008.06.21,2008-06-21,Unprovoked,USA,F,40,N
2008.06.24,2008-06-24,Unprovoked,BRAZIL,M,0,N
2008.06.26.a,2008-06-26,Unprovoked,USA,M,37,N
2008.06.26.b,2008-06-26,Unprovoked,USA,M,29,N
2008.06.26.R,2008-06-26,Unprovoked,SOUTH AFRICA,M,0,N
2008.06.28.c,2008-06-28,Unknown,USA,M,53,Y
2008.06.28.b,2008-06-28,Unprovoked,BAHAMAS,M,42,N
2008.06.28.a,2008-06-28,Unprovoked,SOUTH AFRICA,M,46,N
2008.07.05,2008-07-05,Unprovoked,USA,F,17,N
2008.07.09,2008-07-09,Unprovoked,USA,F,14,N
2008.07.11,2008-07-11,Unprovoked,USA,M,24,N
2008.07.13,2008-07-13,Unknown,USA,M,52,N
2008.07.18,2008-07-18,Unprovoked,EGYPT,M,0,N
2008.07.19,2008-07-19,Unprovoked,USA,M,16,N
2008.07.23,2008-07-23,Provoked,USA,M,15,N
2008.07.24.a,2008-07-24,Unprovoked,USA,F,8,N
2008.07.24.b,2008-07-24,Unprovoked,USA,M,9,N
2008.07.25.b,2008-07-25,Unprovoked,USA,M,17,N
2008.07.25.a,2008-07-25,Unprovoked,USA,F,44,N
2008.07.26.b,2008-07-26,Unprovoked,MEXICO,M,33,N
2008.07.26.a,2008-07-26,Unprovoked,USA,M,0,N
2008.07.27,2008-07-27,Unprovoked,PANAMA,M,0,N
2008.07.30,2008-07-30,Unprovoked,SOUTH AFRICA,M,0,N
2008.07.30.R,2008-07-30,Unprovoked,AUSTRALIA,M,31,N
2008.08.11,2008-08-11,Unprovoked,USA,M,0,N
2008.08.12,2008-08-12,Unprovoked,USA,F,13,N
2008.08.16,2008-08-16,Unprovoked,USA,F,38,N
2008.08.18,2008-08-18,Unknown,USA,M,7,N
2008.08.20,2008-08-20,Unprovoked,USA,M,47,N
2008.08.24,2008-08-24,Unprovoked,USA,M,20,N
2008.08.22,2008-08-24,Unknown,USA,F,20,N
2008.08.27,2008-08-27,Unprovoked,USA,M,26,N
2008.08.28,2008-08-28,Unprovoked,USA,M,19,N
2008.08.30.b,2008-08-30,Unknown,USA,M,27,Y
2008.08.30.c,2008-08-30,Unprovoked,AUSTRALIA,M,29,N
2008.08.30.a,2008-08-30,Provoked,ENGLAND,M,52,N
2008.09.01,2008-09-01,Unprovoked,USA,M,52,N
2008.09.06.a,2008-09-06,Unprovoked,USA,M,15,N
2008.09.06.b,2008-09-06,Unprovoked,USA,M,43,N
2008.09.07,2008-09-07,Unprovoked,AUSTRALIA,M,51,N
2008.09.00,2008-09-08,Unprovoked,USA,M,0,N
2008.09.08,2008-09-08,Unprovoked,USA,M,0,N
2008.09.09,2008-09-09,Unprovoked,USA,M,40,N
2008.09.14,2008-09-14,Unprovoked,USA,M,32,N
2008.09.15,2008-09-15,Provoked,AUSTRALIA,M,43,N
2008.09.28.a,2008-09-28,Unprovoked,USA,M,40,N
2008.09.28.b,2008-09-28,Unprovoked,USA,M,44,N
2008.10.06,2008-10-06,Unprovoked,CROATIA,M,43,N
2008.10.08,2008-10-08,Unprovoked,USA,M,11,N
2008.10.11,2008-10-11,Unprovoked,AUSTRALIA,M,15,N
2008.10.12,2008-10-12,Provoked,AUSTRALIA,M,50,N
1962.09.13,1962-09-13,Unprovoked,ATLANTIC OCEAN,M,29,Y
2008.10.22,2008-10-22,Provoked,AUSTRALIA,M,34,N
2008.11.06,2008-11-06,Unprovoked,PHILIPPINES,M,39,Y
2008.11.09.a,2008-11-09,Sea Disaster,TAIWAN,M,45,Y
2008.11.09.b,2008-11-09,Boating,AUSTRALIA,M,0,N
2008.11.24,2008-11-24,Unprovoked,ECUADOR,F,0,N
2008.11.25,2008-11-25,Sea Disaster,PHILIPPINES,M,0,N
2008.11.28,2008-11-28,Unprovoked,EGYPT,F,0,N
2008.12.06,2008-12-06,Boating,AUSTRALIA,UNIDENTIFIED,0,N
2008.12.00,2008-12-08,Unprovoked,MOZAMBIQUE,M,0,Y
2008.12.10,2008-12-10,Provoked,SOUTH AFRICA,M,15,N
2008.12.14,2008-12-14,Unprovoked,NEW ZEALAND,M,0,N
2008.12.20,2008-12-20,Unprovoked,USA,M,0,N
2008.12.27.b,2008-12-27,Unprovoked,AUSTRALIA,M,29,N
2008.12.27.c,2008-12-27,Unprovoked,AUSTRALIA,M,10,N
2008.12.27.a,2008-12-27,Unprovoked,AUSTRALIA,M,51,Y
2008.12.27.d,2008-12-27,Boating,AUSTRALIA,UNIDENTIFIED,0,N
2008.12.30,2008-12-30,Unknown,AUSTRALIA,UNIDENTIFIED,0,N
2009.01.06,2009-01-06,Unprovoked,NEW ZEALAND,M,49,N
2009.01.00,2009-01-09,Unprovoked,CUBA,UNIDENTIFIED,0,N
2009.01.10.a,2009-01-10,Unprovoked,ECUADOR,M,22,N
2009.01.10.R,2009-01-10,Boating,NEW ZEALAND,UNIDENTIFIED,0,N
2009.01.11.b,2009-01-11,Unprovoked,AUSTRALIA,F,13,N
2009.01.11.a,2009-01-11,Unprovoked,AUSTRALIA,M,31,N
2009.01.12,2009-01-12,Unprovoked,AUSTRALIA,M,24,N
2009.01.13.R,2009-01-13,Unprovoked,SOUTH AFRICA,UNIDENTIFIED,0,Y
2009.01.16,2009-01-16,Unprovoked,NEW ZEALAND,M,0,N
2009.01.18,2009-01-18,Boating,AUSTRALIA,M,0,N
2009.01.23,2009-01-23,Unknown,BRAZIL,M,17,Y
2009.01.24.b,2009-01-24,Unprovoked,AUSTRALIA,M,19,N
2009.01.24.a,2009-01-24,Unprovoked,SOUTH AFRICA,M,25,Y
2009.01.24.c,2009-01-24,Boating,NEW ZEALAND,UNIDENTIFIED,0,N
2009.01.25,2009-01-25,Unprovoked,CUBA,M,15,N
2009.01.26.R,2009-01-26,Unknown,BRAZIL,M,17,Y
2009.01.27.R,2009-01-27,Provoked,AZORES,M,49,N
2009.02.07.a,2009-02-07,Unprovoked,AUSTRALIA,M,0,N
2009.02.07.b,2009-02-07,Unprovoked,AUSTRALIA,M,41,N
2009.02.08,2009-02-08,Sea Disaster,USA,M,0,Y
2009.02.11,2009-02-11,Unprovoked,AUSTRALIA,M,31,N
2009.02.12,2009-02-12,Unprovoked,AUSTRALIA,M,33,N
2009.02.18,2009-02-18,Unprovoked,AUSTRALIA,M,0,N
2009.02.22,2009-02-22,Unprovoked,AUSTRALIA,M,0,N
2009.03.01.b,2009-03-01,Boating,NEW ZEALAND,M,0,N
2009.03.01.a,2009-03-01,Unprovoked,AUSTRALIA,M,15,N
2009.03.02,2009-03-02,Provoked,SOUTH AFRICA,M,40,N
1979.12.01,1979-12-01,Unprovoked,CHINA SEA,M,32,N
2009.05.06,2009-03-06,Provoked,BAHAMAS,M,48,N
2009.03.16.R,2009-03-16,Provoked,AUSTRALIA,M,21,N
2009.03.17.R,2009-03-17,Unprovoked,MALAYSIA,F,0,N
2009.03.17,2009-03-17,Unprovoked,USA,M,61,N
2009.03.18.a,2009-03-18,Unprovoked,USA,F,17,N
2009.03.19.a,2009-03-19,Unprovoked,AUSTRALIA,F,0,N
2009.03.19.b,2009-03-19,Unprovoked,AUSTRALIA,M,0,N
2009.03.20,2009-03-20,Unprovoked,AUSTRALIA,M,17,N
2009.03.21,2009-03-21,Unprovoked,SOUTH AFRICA,M,16,Y
2009.03.27,2009-03-27,Provoked,SOUTH AFRICA,M,59,N
2009.04.03,2009-04-03,Unprovoked,USA,M,15,N
2009.04.06.a,2009-04-06,Unprovoked,USA,M,0,N
2009.04.06.b,2009-04-06,Unknown,SOUTH AFRICA,M,24,Y
2009.04.11,2009-04-11,Unknown,USA,M,49,N
2009.04.12,2009-04-12,Unprovoked,AUSTRALIA,M,40,N
2009.04.17.,2009-04-17,Unprovoked,USA,M,31,N
2009.04.19,2009-04-19,Unprovoked,USA,M,52,N
2009.04.20,2009-04-20,Unprovoked,PHILIPPINES,M,23,N
2009.04.21,2009-04-21,Unprovoked,USA,M,20,N
2009.04.25.R,2009-04-25,Unprovoked,USA,M,0,N
2009.04.28,2009-04-28,Unprovoked,USA,F,0,N
2009.05.12,2009-05-12,Provoked,GUAM,M,27,N
2009.05.16.b,2009-05-16,Unprovoked,USA,M,49,N
2009.05.16.a,2009-05-16,Unprovoked,USA,M,55,N
2009.05.17,2009-05-17,Unprovoked,USA,M,31,N
2009.05.25,2009-05-25,Provoked,USA,M,0,N
2009.05.31,2009-05-31,Provoked,TAIWAN,M,46,N
2009.06.01,2009-06-01,Unprovoked,EGYPT,F,50,Y
2009.06.02.a,2009-06-02,Unprovoked,EGYPT,M,0,N
2009.06.02.b,2009-06-02,Unprovoked,EGYPT,M,0,N
2009.06.14.R,2009-06-14,Provoked,VIETNAM,M,0,N
2009.06.16,2009-06-16,Unknown,USA,M,14,N
2009.06.21,2009-06-21,Unknown,USA,M,26,N
2009.06.27,2009-06-27,Unprovoked,AUSTRALIA,M,52,N
2009.07.04,2009-07-04,Provoked,USA,F,43,N
2009.07.05,2009-07-05,Unprovoked,USA,F,12,N
2009.07.07,2009-07-07,Unprovoked,SOUTH AFRICA,M,37,N
2009.07.11.a,2009-07-11,Unprovoked,USA,M,0,N
2009.07.11.b,2009-07-11,Provoked,BAHAMAS,M,0,N
2009.07.18,2009-07-18,Unprovoked,VIETNAM,M,57,N
2009.07.22.a,2009-07-22,Unprovoked,USA,F,19,N
2009.07.22.b,2009-07-22,Unprovoked,USA,F,26,N
2009.07.24.a,2009-07-24,Unknown,SPAIN,F,11,N
2009.07.24.R,2009-07-24,Unprovoked,KENYA,M,0,Y
2009.07.24.b,2009-07-24,Unprovoked,USA,F,14,N
2009.07.29,2009-07-29,Unprovoked,VIETNAM,F,41,N
2009.07.30,2009-07-30,Unprovoked,AUSTRALIA,M,14,N
2009.07.31,2009-07-31,Unprovoked,BAHAMAS,M,14,N
2009.08.01,2009-08-01,Unprovoked,USA,M,56,N
2009.08.06,2009-08-06,Unprovoked,USA,M,0,N
2009.08.10,2009-08-10,Unprovoked,USA,M,26,N
2009.08.11,2009-08-11,Unprovoked,SOUTH AFRICA,M,0,N
2009.08.25,2009-08-25,Unprovoked,USA,F,22,N
2009.08.29,2009-08-29,Unprovoked,SOUTH AFRICA,M,25,Y
2009.08.30,2009-08-30,Unprovoked,USA,M,0,N
2009.09.01,2009-09-01,Provoked,SOLOMON ISLANDS,M,0,N
2009.09.02,2009-09-02,Unknown,NEVIS,M,0,Y
2009.09.07,2009-09-07,Unprovoked,BRAZIL,M,15,Y
2009.09.12,2009-09-12,Unknown,USA,M,60,Y
2009.09.13,2009-09-13,Provoked,BRAZIL,M,34,Y
2009.09.15,2009-09-15,Provoked,SOMALIA,M,0,N
2009.09.18,2009-09-18,Unprovoked,VIETNAM,M,0,N
2009.09.26,2009-09-26,Unprovoked,USA,M,0,N
1965.06.00,1965-06-01,Unprovoked,PACIFIC OCEAN,M,0,Y
2009.10.09,2009-10-09,Unprovoked,USA,M,0,N
2009.10.14.R,2009-10-14,Unprovoked,AUSTRALIA,M,23,N
2009.10.17,2009-10-17,Provoked,SCOTLAND,M,23,N
2009.10.18,2009-10-18,Unprovoked,PANAMA,F,10,N
2009.10.19,2009-10-19,Unprovoked,USA,M,54,N
2009.10.24,2009-10-24,Unprovoked,USA,M,0,N
2009.10.28,2009-10-28,Unprovoked,AUSTRALIA,F,17,N
2009.10.29.R,2009-10-29,Unprovoked,MOZAMBIQUE,M,0,N
2009.10.30,2009-10-30,Unprovoked,AUSTRALIA,M,27,N
2009.11.05,2009-11-05,Unprovoked,USA,M,21,N
2009.11.08,2009-11-08,Unprovoked,AUSTRALIA,M,25,N
2009.11.11,2009-11-11,Unprovoked,USA,M,18,N
2009.11.13,2009-11-13,Unprovoked,USA,F,27,N
2009.11.16.a,2009-11-16,Unprovoked,USA,M,22,N
2009.11.16.b,2009-11-16,Unprovoked,USA,M,31,N
2009.11.24,2009-11-24,Unprovoked,USA,M,10,N
2009.11.25,2009-11-25,Unknown,USA,M,49,N
2009.12.06,2009-12-05,Provoked,USA,M,58,N
2009.12.12,2009-12-12,Boating,AUSTRALIA,UNIDENTIFIED,0,N
2009.12.13,2009-12-13,Unprovoked,AUSTRALIA,M,39,N
2009.12.16,2009-12-16,Unprovoked,NEW ZEALAND,M,24,Y
2009.12.18,2009-12-18,Unprovoked,SOUTH AFRICA,M,22,Y
2009.12.18,2009-12-18,Unknown,SOUTH AFRICA,M,0,N
2009.12.20.a,2009-12-20,Unprovoked,AUSTRALIA,M,18,N
2009.12.20.b,2009-12-20,Boating,AUSTRALIA,M,0,N
2009.12.22,2009-12-22,Unprovoked,MOZAMBIQUE,M,27,N
2009.12.26,2009-12-26,Provoked,AUSTRALIA,M,55,N
2009.12.29,2009-12-29,Unprovoked,SOUTH AFRICA,M,20,N
2010.01.05,2010-01-05,Unprovoked,SOUTH AFRICA,M,0,N
2010.01.06,2010-01-06,Unprovoked,USA,M,32,N
2010.01.09.b,2010-01-09,Unprovoked,VIETNAM,M,0,N
2010.01.09.a,2010-01-09,Unprovoked,VIETNAM,M,0,N
2010.01.09.d,2010-01-09,Unprovoked,AUSTRALIA,F,9,N
2010.01.09.c,2010-01-09,Unprovoked,VIETNAM,F,0,N
2010.01.12,2010-01-12,Unprovoked,SOUTH AFRICA,M,37,Y
2010.01.22.a,2010-01-22,Unprovoked,AUSTRALIA,M,0,N
1942.00.00.c,1942-04-25,Sea Disaster,PACIFIC OCEAN,M,0,N
2010.01.27,2010-01-27,Unprovoked,AUSTRALIA,M,0,N
2010.01.30,2010-01-31,Unprovoked,BRAZIL,M,29,N
2010.02.01,2010-02-01,Provoked,NEW ZEALAND,F,14,N
2010.02.03,2010-02-03,Unprovoked,USA,M,38,Y
2010.02.04,2010-02-04,Unknown,GUAM,M,31,Y
2010.02.06.b,2010-02-06,Unprovoked,AUSTRALIA,M,18,N
2010.02.06.R,2010-02-06,Provoked,NEW ZEALAND,M,0,N
2010.02.06.a,2010-02-06,Provoked,USA,M,0,N
2010.02.11,2010-02-11,Unprovoked,AUSTRALIA,M,46,N
2010.02.13,2010-02-13,Unprovoked,AUSTRALIA,F,60,N
2010.02.15,2010-02-15,Unprovoked,FIJI,M,19,Y
2010.02.16,2010-02-16,Unprovoked,SOUTH AFRICA,M,0,N
2010.03.27,2010-03-27,Unprovoked,REUNION,M,34,N
2010.04.04,2010-04-04,Unprovoked,EGYPT,M,24,N
2010.04.13,2010-04-13,Unprovoked,SOUTH AFRICA,M,35,N
2010.04.19,2010-04-19,Unprovoked,USA,M,68,N
2010.04.28,2010-04-28,Provoked,USA,M,29,N
2010.05.01,2010-05-01,Unprovoked,USA,F,10,N
2010.05.03,2010-05-03,Unprovoked,MADAGASCAR,M,59,N
2010.05.18.b,2010-05-18,Unprovoked,VIETNAM,F,60,N
2010.05.18.c,2010-05-18,Unprovoked,VIETNAM,F,58,N
2010.05.18.a,2010-05-18,Unprovoked,AUSTRALIA,M,0,N
2010.05.30,2010-05-30,Provoked,USA,M,49,N
2010.06.06,2010-06-06,Unprovoked,AUSTRALIA,M,40,N
2010.06.00,2010-06-10,Unprovoked,USA,M,20,N
2010.06.10,2010-06-10,Unprovoked,USA,F,18,N
2010.06.15,2010-06-15,Unprovoked,VIETNAM,M,17,N
2010.06.25.b,2010-06-25,Unprovoked,USA,F,6,N
2010.06.25.a,2010-06-25,Unprovoked,USA,F,13,N
2010.06.27,2010-06-27,Unprovoked,USA,M,20,N
2010.07.02.a,2010-07-02,Unprovoked,USA,M,48,N
2010.07.02.b,2010-07-02,Unprovoked,USA,M,19,N
2010.07.03,2010-07-03,Provoked,USA,M,20,N
2010.07.04,2010-07-04,Unprovoked,SOUTH AFRICA,F,21,N
2010.07.11,2010-07-11,Provoked,USA,M,0,N
2010.07.16.b,2010-07-16,Provoked,SPAIN,M,9,N
2010.07.16.a,2010-07-16,Unprovoked,USA,M,0,N
2010.07.17.b,2010-07-17,Unprovoked,USA,F,13,N
2010.07.17.a,2010-07-17,Unprovoked,USA,M,55,N
2010.07.19,2010-07-19,Unprovoked,USA,M,10,N
2010.07.23,2010-07-23,Unprovoked,USA,M,20,N
2010.07.25,2010-07-25,Unprovoked,USA,M,16,N
2010.08.02.b,2010-08-02,Unprovoked,USA,M,0,N
2010.08.02.a,2010-08-02,Unprovoked,USA,F,37,N
2010.08.05,2010-08-05,Unknown,USA,F,0,N
2010.08.07.b,2010-08-07,Unprovoked,USA,M,25,N
2010.08.07.a,2010-08-07,Unprovoked,MALTA,M,35,N
2010.08.08,2010-08-08,Unprovoked,AUSTRALIA,M,47,N
2010.08.10,2010-08-10,Unprovoked,SOUTH KOREA,F,16,N
2010.08.10.b,2010-08-10,Provoked,AUSTRALIA,F,0,N
2010.08.14,2010-08-14,Unprovoked,USA,M,45,N
2010.08.17,2010-08-17,Unprovoked,AUSTRALIA,M,31,Y
2010.08.18,2010-08-18,Unprovoked,USA,M,10,N
2010.08.29,2010-08-29,Unknown,BAHAMAS,M,43,Y
2010.09.02,2010-09-02,Unprovoked,SOLOMON ISLANDS,M,34,N
2010.09.03.b,2010-09-03,Unprovoked,USA,M,24,N
2010.09.03.a,2010-09-03,Unprovoked,USA,M,24,N
2010.09.04,2010-09-04,Unprovoked,USA,M,0,N
2010.09.06.R,2010-09-06,Unprovoked,TONGA,M,24,N
2010.09.07,2010-09-07,Unprovoked,USA,M,27,N
2010.09.13,2010-09-13,Unprovoked,AUSTRALIA,M,15,N
2010.09.21,2010-09-21,Unprovoked,SOUTH AFRICA,M,29,Y
2010.09.24,2010-09-24,Unprovoked,USA,M,18,N
2010.09.27,2010-09-27,Unprovoked,USA,M,29,N
2010.10.02.a,2010-10-02,Unprovoked,BAHAMAS,F,0,N
2010.10.02.b,2010-10-02,Unprovoked,BAHAMAS,M,0,N
2010.10.09,2010-10-09,Unprovoked,AUSTRALIA,M,22,N
2010.10.20,2010-10-20,Unprovoked,EGYPT,F,0,N
2010.10.22,2010-10-22,Unprovoked,USA,M,19,Y
2010.10.23.a,2010-10-23,Unprovoked,AUSTRALIA,M,14,N
2010.10.23.b,2010-10-23,Unprovoked,USA,M,30,N
2010.10.25,2010-10-25,Provoked,AZORES,M,0,N
2010.10.28.R,2010-10-28,Unprovoked,AUSTRALIA,M,0,N
2010.10.28,2010-10-28,Unprovoked,USA,M,0,N
2010.10.30,2010-10-30,Unprovoked,AUSTRALIA,F,20,N
2010.11.12.R,2010-11-12,Boating,AUSTRALIA,M,0,N
2010.11.14,2010-11-14,Unprovoked,INDONESIA,M,0,N
2010.11.15,2010-11-15,Unprovoked,DOMINICAN REPUBLIC,M,21,Y
2010.11.19,2010-11-19,Provoked,USA,M,33,N
2010.11.27,2010-11-27,Unknown,AUSTRALIA,M,0,Y
2010.11.27.R,2010-11-27,Unprovoked,SAMOA,M,47,N
2010.11.30.a,2010-11-30,Unprovoked,EGYPT,F,48,N
2010.11.30.b,2010-11-30,Unprovoked,EGYPT,F,70,N
2010.12.01.b,2010-12-01,Unprovoked,EGYPT,M,54,N
2010.12.01.a,2010-12-01,Unprovoked,EGYPT,M,46,N
2010.12.03.R,2010-12-03,Unprovoked,INDONESIA,M,0,N
2010.12.05,2010-12-05,Unprovoked,EGYPT,F,70,Y
2010.12.11,2010-12-11,Unprovoked,USA,M,46,N
2010.12.17,2010-12-17,Unprovoked,FIJI,M,0,N
2010.12.26,2010-12-26,Unprovoked,USA,M,16,N
2011.01.03,2011-01-03,Boating,AUSTRALIA,UNIDENTIFIED,0,N
2011.01.12.R,2011-01-12,Unprovoked,MEXICO,M,37,N
2011.01.15,2011-01-15,Unprovoked,SOUTH AFRICA,M,16,Y
2011.01.20,2011-01-20,Unknown,AUSTRALIA,F,7,N
2011.01.26,2011-01-26,Unprovoked,BAHAMAS,M,55,N
2011.01.28,2011-01-28,Provoked,MEXICO,M,25,N
2011.01.31,2011-01-31,Unprovoked,MEXICO,F,38,N
2011.02.02,2011-02-02,Unprovoked,SOUTH AFRICA,M,37,N
2011.02.04.R,2011-02-04,Provoked,MEXICO,M,0,N
2011.02.12,2011-02-12,Unprovoked,AUSTRALIA,M,58,N
2011.02.13,2011-02-13,Provoked,AUSTRALIA,M,0,N
2011.02.17,2011-02-17,Unprovoked,AUSTRALIA,M,49,Y
2011.02.19,2011-02-18,Unprovoked,REUNION,M,32,N
2017.04.22,2017-04-22,Unprovoked,ST HELENA,F,40,N
2011.02.28.R,2011-02-28,Provoked,AUSTRALIA,M,36,N
2011.03.10.R,2011-03-10,Unknown,EGYPT,F,0,N
2011.03.10,2011-03-10,Unprovoked,AUSTRALIA,M,0,N
2011.03.16,2011-03-16,Unprovoked,AUSTRALIA,F,24,N
2011.03.21.b,2011-03-21,Unprovoked,MEXICO,M,46,N
2011.03.21.a,2011-03-21,Unprovoked,FIJI,M,30,N
2011.03.23,2011-03-23,Unprovoked,AUSTRALIA,M,48,N
2011.03.24,2011-03-24,Unprovoked,MEXICO,F,0,N
2011.03.29.R,2011-03-29,Provoked,USA,M,0,N
2011.04.08,2011-04-08,Unprovoked,FIJI,M,27,N
2011.04.12,2011-04-13,Unprovoked,INDONESIA,M,0,N
2011.04.16,2011-04-16,Unprovoked,NEW ZEALAND,M,41,N
2011.04.22,2011-04-22,Unprovoked,USA,M,49,N
2011.04.23,2011-04-23,Unprovoked,AUSTRALIA,M,17,N
2011.04.26,2011-04-26,Unprovoked,USA,M,32,N
2011.05.04,2011-05-04,Unprovoked,SOUTH AFRICA,M,37,N
2005.10.25,2005-10-25,Unprovoked,ST. MARTIN,M,55,N
2011.05.10,2011-05-10,Provoked,USA,M,0,N
2011.05.13.a,2011-05-13,Unprovoked,USA,M,37,N
2011.05.13.b,2011-05-13,Unprovoked,USA,M,86,N
2011.05.21.b,2011-05-21,Unprovoked,SOUTH AFRICA,M,28,Y
1954.04.00,1954-04-01,Provoked,SUDAN,M,0,N
2011.05.22,2011-05-22,Unprovoked,USA,F,0,N
2011.05.25,2011-05-25,Unprovoked,USA,F,0,N
2011.05.29,2011-05-29,Unprovoked,SOUTH AFRICA,M,33,N
2011.05.30,2011-05-30,Unprovoked,USA,F,22,N
2011.06.01,2011-06-01,Unprovoked,MALAYSIA,F,0,N
2011.06.06.a,2011-06-06,Unprovoked,USA,M,19,N
2011.06.06.b,2011-06-06,Unprovoked,USA,M,28,N
2011.06.06.R,2011-06-06,Unprovoked,COLUMBIA,M,24,N
2011.06.12,2011-06-12,Unprovoked,USA,M,28,N
2010.01.22.b,2010-01-22,Unprovoked,UNITED ARAB EMIRATES,M,54,N
2011.06.15,2011-06-15,Unprovoked,REUNION,M,31,Y
2011.06.19.a,2011-06-19,Unprovoked,COSTA RICA,M,15,Y
2011.06.19.b,2011-06-19,Unprovoked,TURKS & CAICOS,M,35,N
2011.06.21,2011-06-21,Unprovoked,USA,M,20,N
2011.06.24,2011-06-24,Unprovoked,USA,M,0,N
2011.06.26,2011-06-26,Unprovoked,USA,F,10,N
2011.06.28,2011-06-28,Unprovoked,SOUTH AFRICA,M,22,N
2011.06.29,2011-06-29,Unprovoked,BRAZIL,M,21,N
2011.06.30,2011-06-30,Unprovoked,TURKS & CAICOS,M,28,N
2011.07.05,2011-07-05,Unprovoked,COLUMBIA,M,17,N
2011.07.06,2011-07-06,Unprovoked,REUNION,M,16,N
2011.07.07.b,2011-07-07,Unprovoked,USA,M,12,N
2011.07.07.a,2011-07-07,Unprovoked,USA,M,14,N
2011.07.13.a,2011-07-13,Unprovoked,BAHAMAS,M,54,N
2011.07.13.b,2011-07-13,Unprovoked,USA,M,0,N
2011.07.15,2011-07-15,Unprovoked,REUNION,M,0,N
2011.07.19,2011-07-19,Unprovoked,USA,F,6,N
2011.07.22,2011-07-22,Unprovoked,SOUTH AFRICA,M,29,N
2011.07.25,2011-07-25,Unprovoked,USA,M,0,N
2011.07.30,2011-07-30,Sea Disaster,PHILIPPINES,M,43,N
2011.07.31,2011-07-31,Unknown,BRAZIL,M,14,Y
2011.08.01,2011-08-01,Unprovoked,SEYCHELLES,M,36,Y
2011.08.15,2011-08-15,Unknown,USA,M,7,N
2011.08.16.a,2011-08-16,Unprovoked,SEYCHELLES,M,30,Y
2011.08.16.c,2011-08-16,Unprovoked,FRENCH POLYNESIA,M,32,N
2011.08.17.a,2011-08-17,Unprovoked,RUSSIA,M,25,N
2011.08.17.b.,2011-08-17,Unknown,USA,M,12,N
2011.08.18,2011-08-18,Unprovoked,RUSSIA,M,16,N
2011.08.23,2011-08-23,Unprovoked,SOUTH AFRICA,M,49,Y
2011.08.24.b,2011-08-24,Unprovoked,USA,M,21,N
2011.08.24.a,2011-08-24,Unprovoked,USA,M,10,N
2011.08.26,2011-08-26,Unprovoked,RUSSIA,M,0,N
2011.08.28.b,2011-08-28,Unknown,AUSTRALIA,M,48,Y
2011.08.28.a,2011-08-28,Unprovoked,USA,F,39,N
2011.08.31,2011-08-31,Unprovoked,USA,M,19,N
2011.09.02,2011-09-02,Unprovoked,USA,M,19,N
2011.09.04.a,2011-09-04,Unprovoked,AUSTRALIA,M,21,Y
2011.09.04.b,2011-09-04,Unprovoked,USA,UNIDENTIFIED,0,N
2011.09.11.a,2011-09-11,Unprovoked,PAPUA NEW GUINEA,M,30,N
2011.09.11.b,2011-09-11,Unprovoked,USA,M,37,N
2011.09.16,2011-09-16,Unprovoked,USA,M,25,N
2011.09.17,2011-09-17,Unprovoked,KENYA,M,17,Y
2011.09.19,2011-09-19,Unprovoked,REUNION,M,38,Y
2011.09.20,2011-09-20,Boating,USA,M,0,N
2011.09.24.a,2011-09-24,Unprovoked,USA,M,5,N
2011.09.24.b,2011-09-24,Unprovoked,USA,M,21,N
2011.09.28.a,2011-09-28,Unprovoked,SOUTH AFRICA,M,43,N
2011.09.28.b,2011-09-28,Provoked,DOMINICAN REPUBLIC,M,48,N
2011.09.30,2011-09-30,Unknown,USA,M,27,N
2011.10.01,2011-10-01,Unprovoked,USA,M,29,N
2011.10.02,2011-10-02,Unprovoked,USA,M,0,N
2011.10.05,2011-10-05,Boating,REUNION,M,51,N
2011.10.09,2011-10-09,Unprovoked,AUSTRALIA,M,64,Y
2011.10.10,2011-10-10,Unprovoked,USA,M,0,N
2011.10.11,2011-10-11,Unprovoked,USA,M,0,N
